Notion	Philosophe	Idée
Raison	Hobbes	Hobbes montre que ce n'est pas parce que l'homme a en lui la capacité de raisonner qu il s'en sert effectivement au cours de sa vie.
Raison	Hume	Contre une compréhension de la raison qui lui accorderait trop de pouvoir, Hume cherche à préciser la nature et la fonction de l’expérience, qui pallie, dans la vie théorique et pratique, les carences de la rationalité. Dans quelle mesure l’exercice de la pensée dépend-il des observations ? De causes qui paraissent semblables, nous attendons des effets semblables. Telle est la somme de toutes nos conclusions expérimentales (scientifiques). Or, il semble évident que si cette conclusion était formée par la raison uniquement, elle serait aussi parfaite. Mais le cas est bien différent. Rien de si semblable que des œufs ; cependant, personne n’attend, en raison de cette apparente ressemblance, le même goût et la même saveur pour chacun d’eux.
Raison	Husserl	Rédigés à l’invitation d’une revue japonaise, les cinq articles réunis dans <i>Sur le renouveau</i> proposent une réflexion sur la faillite de la raison et de la culture européenne que fut la Première Guerre mondiale. Refusant deux solutions de facilité, l’irrationalisme et la simple reconduite de la tradition rationaliste, Husserl essaie de restaurer l’idéal originel de la rationalité.
Raison	Kant	Après avoir montré qu’une volonté bonne est une volonté qui se soumet à l’impératif catégorique sans subir les contraintes de la sensibilité, Kant envisage, dans la troisième section des <i>Fondements de la métaphysique des mœurs</i>, le fondement de cette autonomie de la volonté : l’idée de la liberté, qui ne peut être attribuée qu’à un être raisonnable.
Raison	Kant	Il faut avoir le courage de se servir de son propre entendement
Raison	Kant	Kant définit l'idéal des Lumières comme un état d'autonomie de l'entendement humain, qui s'accompagne d'un programme d'affranchissement de l'humanité à l'égard de son état de tutelle.
Raison	Kant	Notre raison a-t-elle certaines limites au-delà desquelles elle ne doit pas s'aventurer ?
Raison	Kant	Selon Kant, le sens commun désigne « une faculté de juger qui dans sa réflexion tient compte, lorsqu’elle pense, du mode de représentation de tous les autres humains afin d’étayer son jugement, pour ainsi dire, de la raison humaine dans son entier ». Cette capacité d’anticiper le jugement virtuel d’autrui correspond à trois maximes, dont le respect définit l’autonomie intellectuelle.
Raison	Leibniz	Selon Leibniz, c'est un principe fondamental de notre raison que de supposer que tout a une raison d'être.
Raison	Malebranche	Il y a une raison universelle pour tous les hommes. Malebranche soutient ici que les hommes participent tous à une même raison universelle, qui explique que certaines vérités leur soient communes.
Raison	Malebranche	Malebranche définit l’attention comme une « prière naturelle » de l’esprit. Cette vigilance rationnelle s’exerce autant en direction du monde extérieur, dans les sciences, que vers une intériorité passée au crible par l’écoute de « la vérité intérieure, dans un plus grand silence des sens, de l’imagination et des passions ». Cette tension vers la raison suppose au préalable d’en dénoncer les mauvais usages.
Raison	Montaigne	L'homme est-il le seul être vivant doué de raison, ou bien est-ce une marque de sa présomption que de se croire tel ?
Raison	Montaigne	L’« Apologie de Raymond Sebond » est l’occasion d’une mise à l’épreuve sceptique de la raison, que de nombreux philosophes tiennent pour la « contrôleuse générale de tout ce qui est au-dehors et au-dedans de la voûte céleste, qui embrasse tout et peut tout ». Que vaut cette prétention, face à l’irréductible différence et instabilité des choses qui composent notre monde, cette « branloire pérenne » ? Il n’y a aucune constante existence, ni de notre être, ni de celui des objets. Et nous, et notre jugement, et toutes choses mortelles vont coulant et roulant sans cesse. Ainsi il ne se peut établir rien de certain de l’un à l’autre, et le jugeant et le jugé étant en continuelle mutation et branle.
Raison	Nietzsche	Il faut prendre garde à ne pas confondre les exigences subjectives de notre raison et la réalité des choses. Ce n’est pas parce que nous avons besoin du principe de non-contradiction pour penser que le réel lui-même n’est pas contradictoire. La pensée logique ne reflète pas la forme du réel : elle lui impose celle-ci.
Raison	Pascal	« Deux excès. Exclure la raison, n’admettre que la raison. » Ce fragment des <i>Pensées</i> synthétise le rapport nuancé et critique de Pascal à la rationalité : sans renoncer à l’exercer, il en perçoit les limites et les expose. Il questionne la puissance – ou l’impuissance ? – de la raison face aux effets nombreux et vertigineux de l’imagination.
Raison	Pascal	La raison ne peut pas juger de tout. Selon Pascal, il existe en l'homme certaines certitudes qui relèvent non de la raison, mais du coeur.
Raison	Platon	Dans le <i>Phédon</i>, Platon raconte – ou imagine – les derniers instants de Socrate. Dans quelle mesure la mort est-elle à redouter ? Socrate justifie son espoir d’une immortalité de l’âme en se fondant sur les rapports qui s’établissent entre le corps et l’âme, au cours de l’existence. L’acte de raisonner ne peut-il, dans ce contexte, être compris comme le processus par lequel l’âme s’émancipe du corps ?
Raison	Putnam	Dans le chapitre v de <i>Raison, vérité et histoire</i>, Putnam discute une « conception critérielle » de la rationalité, qui identifie les conditions nécessaires et suffisantes de la rationalité. Toutefois, vouloir formaliser ce qui est rationnellement acceptable, n’est-ce pas méconnaître la dimension historique de la rationalité ?
Raison	Schopenhauer	La raison forme des concepts. Selon Schopenhauer, les manifestations de la raison dans la conduite humaine sont variées, mais elles dérivent toutes d'un même acte premier, qui est de former des idées abstraites.
Raison	Thomas d'Aquin	Suffit-il de bien raisonner pour bien agir ? Héritant de cette question posée par l’éthique d’Aristote, Thomas d’Aquin examine le pouvoir de la raison sur les passions. Pour bien agir, il est requis que non seulement la raison soit bien disposée par la manière d'être de la vertu intellectuelle, mais aussi que le désir humain le soit par la manière d'être de la vertu morale. Donc, de même que le désir humain se distingue de la raison, de même la vertu morale se distingue de la vertu intellectuelle.
Raison	Waismann	Peut-on réussir à expliquer la raison pour laquelle un homme a agi de telle ou telle manière ? Selon le mathématicien et physicien Friedrich Waismann, l'interrogation sur les raisons ou motifs qui nous ont fait agir peut faire l'objet d'un approfondissement infini.
Raison	Weber	Le progrès du rationalisme dans la société moderne nous fait-il mieux comprendre le monde que nous habitons ? Ne conduit-il pas au contraire à nous le faire de moins en moins comprendre ?
Relgion	Freud	La religion est une névrose collective
Religion	Averroès	La foi et la raison sont nécessairement compatibles
Religion	Averroès	Le <i>Discours décisif</i> d’Averroès est une fatwâ, c’est-à-dire un avis juridique, qui soutient que l’interprétation du texte réputé sacré peut être une obligation pour qui en a la capacité rationnelle. Il s’agit donc de déterminer quelles sont les propositions du texte révélé dont l’interprétation est légalement obligatoire pour le philosophe.
Religion	Averroès	Non seulement la foi et la raison sont compatibles, mais si l’exercice de la raison nous permet de mieux comprendre Dieu, il faut le considérer comme obligatoire pour un croyant... À condition que celui-ci soit effectivement capable de raisonner par lui-même sans s’y perdre !
Religion	Averroès	Pour Averroès, l'homme, créé par Dieu, est un être doué de raison : il serait donc illogique que la religion nous demande de renoncer à notre faculté de penser. Dans cette perspective, la foi et la raison ne sauraient s'opposer. Il n'y a aucune concurrence entre la raison et la foi
Religion	Bergson	Bergson montre que la religion détermine toujours une perspective morale, mais aussi que religion et morale peuvent avoir deux sources radicalement différentes. La première source réside dans la nécessité de ressouder les sociétés humaines fragilisées par les consciences individuelles. La seconde source réside dans une impulsion émotionnelle et originelle, qui se laisse inspirer par des figures exemplaires et qui oeuvre pour l'humanité tout entière.
Religion	Cicéron	Proposant d’abord une interprétation rationaliste et physique des noms de dieux, Cicéron, dans <i>De la nature des dieux</i>, cherche ensuite à mettre en évidence l’absurdité des mythes et les excès de la superstition. Le véritable culte des dieux ne se caractérise-t-il pas par sa sobriété extérieure ?
Religion	Clifford	Dans un contexte où les avancées de la science mettent en question la rationalité de la foi, William Clifford promeut une éthique des croyances qui soumet leur légitimité aux éléments de preuve qui les fondent. Les croyances religieuses seraient-elles immorales ?
Religion	Durkheim	À partir de l’exemple du totémisme australien, Durkheim réfute l’idée que les premières conceptions religieuses trouvent leur origine dans « un sentiment de faiblesse et de dépendance, de crainte et d’angoisse ». Si la religion est irréductible à une illusion provoquée par l’angoisse devant l’inconnu, d’où lui vient donc sa force ? Par cela seul qu’elles ont pour fonction apparente de resserrer les liens qui attachent le fidèle à son dieu, du même coup elles resserrent réellement les liens qui unissent l’individu à la société dont il est membre, puisque le dieu n’est que l’expression figurée de la société.
Religion	Durkheim	Durkheim analyse l'expérience religieuse comme un fait social. L'expérience religieuse, faite de croyances et de pratiques, s'inscrit nécessairement dans un phénomène collectif.
Religion	Eliade	L'une des caractéristiques essentielles de toute expérience religieuse est la démarcation entre le sacré et le profane. Le sacré renvoie à une dimension autre que la réalité naturelle – la transcendance – mais c'est dans cette réalité naturelle que le sacré se manifeste.
Religion	Feuerbach	Plutôt que d’affirmer, de suspendre ou de nier directement la croyance en Dieu, Feuerbach se propose de l’interpréter : quel est son objet véritable ? Par un mouvement dialectique, la notion de Dieu est ainsi à la fois reconnue et, parce que reconnue, récusée.
Religion	Freud	« Les messages de notre fonds culturel qui pourraient avoir la plus grande signification pour nous » sont « ceux précisément dont l’accréditation est la plus faible de toutes », remarque Freud dans <i>L’Avenir d’une illusion</i>. Et Freud s’interroge : comment expliquer le crédit des doctrines religieuses ?
Religion	Freud	Les idées religieuses ont selon Freud une origine psychologique : la détresse et la vulnérabilité de la condition humaine rendent compte essentiellement du besoin de croyance religieuse.
Religion	James	En 1876, Clifford, dans « l’Éthique de la croyance », avait soutenu que « si je m’abandonne à croire quoi que ce soit sur la base d’éléments de preuve insuffisants », alors « il est inévitable que je cause, en m’abandonnant à croire de cette façon, un grand tort à l’Homme, celui de m’être rendu crédule ». Vingt ans plus tard, dans <i>La Volonté de croire</i>, James cherche à répondre à Clifford. La liberté de croire ne peut s’appliquer qu’à des options vivantes entre lesquelles l’intelligence de l’individu concerné ne peut trancher par elle?même ; et une option vivante ne paraît jamais absurde à celui qui l’envisage.
Religion	Kierkegaard	Pour l’intelligence, la foi ne peut prendre, selon Kierkegaard, que la figure du paradoxe. Si la croyance est motivée par une passion existentielle, l’intelligence demeure à jamais impuissante à la fonder. Dieu ne serait-il pas le lieu d’une différence infinie, différence pressentie mais à jamais inexplicable ?
Religion	Lévinas	Dans la prière se trouve, selon Levinas, un paradoxe qui prend l’allure d’un scandale. Quel est le sens de ce discours, prononcé depuis l’intimité vers une transcendance désirée ?
Religion	Lévinas	Pour Lévinas, il n'est pas certain que l'intolérance religieuse soit un phénomène appartenant au passé. En effet, toute religion n'est-elle pas par essence persuadée de détenir la vérité à l'exclusion de tout autre ? N'y a-t-il pas là le germe de l'intolérance, de l'exclusion, voire de la violence ?
Religion	Locke	Locke distingue deux sphères d'autorité – celle de la religion et celle de l'État – en posant clairement leurs limites respectives.
Religion	Lucrèce	Lucrèce se propose d’étudier l’origine de la religion romaine : celle-ci ne naît-elle pas d’un étonnement devant la régularité des phénomènes célestes ? N’est-elle pas la conséquence d’une ignorance des causes qui régissent la nature ?
Religion	Marx	La religion empêche toute révolte. Pour Marx, la religion a une fonction éminemment politique : elle empêche le peuple de prendre conscience des injustices du monde réel. En promettant le bonheur après la mort, elle empêche toute révolte.
Religion	Marx	La religion ne doit pas être comprise comme un phénomène psychique individuel, mais comme enracinée dans la réalité sociale. La religion est une création de la souffrance du peuple, qui justifie celle-ci par la promesse du bonheur dans une vie future : elle est « l’opium du peuple ».
Religion	Montesquieu	« Je n’examinerai donc les diverses religions du monde, que par rapport au bien que l’on en tire dans l’état civil », précise Montesquieu au début du chapitre <i>De l’esprit des lois</i> consacré aux religions. C’est dans ce contexte politique, et non théologique, qu’il critique le jugement de Bayle sur les défauts respectifs de l’idolâtrie et de l’athéisme.
Religion	Nietzsche	L’annonce retentissante du meurtre de Dieu est une provocation pour le croyant. Toutefois, ne s’agit-il pas autant, sous la plume de Nietzsche, de la mise en question d’un athéisme convenu, qui ne mesurerait pas à sa juste valeur le bouleversement qu’implique la fin proclamée d’une croyance collective majeure ?
Religion	Pascal	Les croyants, soutient Pascal dans les <i>Pensées</i>, ne peuvent « rendre raison de leur créance », mais « cela n’excuse pas ceux qui la reçoivent », dont on ne saurait exiger a priori qu’ils renoncent à toute raison. C’est donc dans la perspective d’une réception de la croyance qu’il convient d’examiner l’existence de Dieu.
Religion	Pascal	Nous avons toutes les raisons de parier sur l’existence de Dieu
Religion	Pascal	Une telle croyance rationnelle serait cependant inutile pour le salut. Par ailleurs, comment se forcer à croire ? Il faut faire comme on fait les autres croyants, se mettre à genoux et prier : c’est ainsi qu’on pourra « s’abêtir » et se rapporter à Dieu autrement qu’avec notre raison.
Religion	Platon	Euthyphron prétend connaître « ce qu’il en est du divin ». Interrogé par Socrate, le devin définit le pieux comme « ce que tous les dieux aiment » (9d). Mais faire des sentiments des dieux la norme de ce qui est pieux, n’est-ce pas promouvoir une conception arbitraire des principes religieux et de la morale ?
Religion	Ricoeur	Selon Ricoeur, il est essentiel de distinguer deux sens au concept de laïcité, celui de l'État et celui de la société civile.
Religion	Rousseau	La religion naturelle consiste à trouver le sens singulier et personnel de la croyance en se fondant sur les facultés naturelles que sont le coeur et la raison. Pour Rousseau, les religions instituées sont autant de manières de nous éloigner d'une expérience de la foi authentique. L'homme est capable de saisir le divin en lui-même.
Religion	Russell	Russel pose une distinction d'essence radicale entre les croyances religieuses et les théories scientifiques. Tandis que les premières prétendent à l'absolu et l'éternel, les secondes au contraire ont un caractère provisoire et dynamique.
Religion	Sartre	Sartre développe une philosophie athée. La conséquence en est simple et radicale : les valeurs morales ne peuvent provenir que de l'homme lui-même.
Religion	Shaftesbury	Shaftesbury nous met en garde contre l'idée que tout homme pieux et religieux serait nécessairement irréprochable moralement. Selon lui, il faut distinguer soigneusement la morale et la religion.
Religion	Spinoza	Spinoza considère que les textes dits sacrés n’ont pas été écrits « pour les doctes, mais pour les hommes de tout âge et de toute condition ». Une telle position ouvre la possibilité d’une interprétation personnelle des dogmes religieux, dans le cadre d’une communauté politique.
Religion	Spinoza	Spinoza veut montrer qu un certain usage de la croyance religieuse, sur le mode de la superstition, est aussi bien contraire à la raison qu à la véritable foi : la superstition est une croyance irrationnelle.
Religion	Thomas d'Aquin	Pour Thomas d’Aquin, la religion n’est pas une vertu « théologale » comme le sont l’espérance, la foi ou la charité. Celles-ci sont ordonnées à un objet qui dépasse la connaissance humaine. La religion, au contraire, est une vertu morale, en lien avec la justice et la vie sociale. C’est dans ce contexte que se pose la question de la possibilité d’un excès de religion.
Religion	Wittgenstein	Les convictions religieuses s’énoncent dans des discours. Mais quel est le sens des concepts, des propositions et des arguments qui y sont employés ? Wittgenstein, toujours sensible à la possibilité qu’une proposition soit dépourvue de sens, analyse le mode de signification des discours religieux afin de mettre au jour leur singularité.
Science	Arendt	La science en tant que telle se désintéresse de la dimension humaine. Ce n'est donc pas comme savants mais comme citoyens que les scientifiques défendent des valeurs humanistes.
Science	Aristote	Aristote s'attache à définir l'objet propre de la science : non pas les faits individuels que nous percevons par la sensation, mais les propriétés universelles, qui s'appliquent à tous les cas d'un même genre ou d'une même espèce, et permettent d'en faire voir la cause. Il n'y a de science que de l'universel
Science	Aristote	Aristote, dans les <i>Seconds Analytiques</i>, analyse les notions fondamentales de contradiction, de contrariété, d’implication et de modalité. Cet effort de clarification permet de dégager des critères de scientificité d’une théorie, d’un raisonnement ou d’une proposition. À quelles conditions pouvons-nous disposer d’un savoir scientifique ?
Science	Bachelard	Eddington (1882-1944), astrophysicien britannique, a contribué à élaborer une théorie fondamentale susceptible d’unifier la théorie quantique et la théorie de la relativité d’Einstein. Sa compréhension novatrice de l’atome permet à Bachelard de préciser la nature du lien qui existe, dans les sciences, entre les apports de l’expérience et de la raison.
Science	Bachelard	La pratique des sciences est une authentique culture, au sens littéral et exigeant d’une formation de l’esprit humain. Cette formation de l’esprit se fonde sur des vertus qu’elle permet de développer en retour : créativité théorique, prudence réflexive et exigence critique se combinent, au service d’une pensée qui se déleste constamment d’hypothèses inopérantes pour gagner en précision.
Science	Bacon	Bacon montre l'importance que revêt l'expérience lorsqu elle est raisonnée. Il compare le travail de la science au butinage : il s'agit non pas de recueillir des faits bruts, ni d'élaborer des théories purement intellectuelles, mais de s'approprier et transformer les contenus de l'expérience en les assimilant à la raison.
Science	Bernard	La méthode expérimentale est faite d'allers-retours entre l'observation et l'expérimentation. Cette dernière a une dimension théorique forte car elle s'appuie sur des hypothèses, des anticipations rationnelles.
Science	Canguilhem	Dans « Le Vivant et son milieu », Canguilhem montre que le rapport du vivant à son milieu ne peut être réduit à une relation de passivité, où le vivant subirait les influences du milieu : « le propre du vivant, c’est de se faire un milieu, de se composer un milieu ». Fort de cette analyse, Canguilhem peut poser la question de la relation de l’homme, en tant que sujet de la connaissance scientifique, à son milieu vital.
Science	Châtelet	Dans <i>Les Institutions de physique</i>, la marquise du Châtelet promeut une conception de la recherche fondée sur l’observation et l’expérience. Estimant que les disciples de Descartes ont abusé de l’utilisation des hypothèses, et que ceux de Newton sont tombés dans le défaut contraire, elle essaie d’en déterminer le bon usage.
Science	Comte	La science établit les lois des phénomènes. Il faut distinguer la science de l'érudition. L'objet propre de la science consiste dans l'établissement de lois (c'est-à-dire les relations invariables entre les phénomènes), non dans le recueil des faits et des observations.
Science	Cournot	Cournot, dans la deuxième partie de son <i>Essai</i>, discute, au chapitre xx, « le contraste de l’histoire et de la science ». Ne faut-il pas soutenir que « la description d’un phénomène dont toutes les phases se succèdent et s’enchaînent nécessairement selon des lois que font connaître le raisonnement ou l’expérience, est du domaine de la science et non de l’histoire » ? A contrario, comment caractériser la rationalité de l’histoire ?
Science	Descartes	La première règle donnée par Descartes pour la direction de l’esprit est que « le but de toutes nos études doit être de former notre esprit, pour le rendre capable de porter des jugements solides et vrais sur tout ce qui se présente à lui ». Reste que la pluralité des objets étudiés peut poser problème : ne rend-elle pas opaque l’unité finale de l’étude ?
Science	Descartes	Le progrès des sciences est utile au bonheur humain
Science	Duhem	L'expérience ne prend sens que dans un cadre théorique. Nos expériences sont toujours chargées de théorie. La description qu en donnent les physiciens est une interprétation, parce qu elle utilise des concepts qui ont déjà fait l'objet d'une élaboration théorique.
Science	Duhem	Physicien français, Duhem se distingue par une épistémologie qui tient les théories scientifiques pour de stricts instruments, permettant de hiérarchiser les lois de la nature, mais sans certitude immédiate sur leur adéquation avec le réel. Faut-il, dès lors, renoncer à l’affirmation de leur vérité ?
Science	Durkheim	Conscient des réticences que suscitent les résultats des enquêtes sociologiques, Durkheim rappelle la distance qui sépare les théories scientifiques méthodiquement constituées des opinions du sens commun. Une distance d’autant plus difficile à percevoir lorsque la science a pour objet l’homme lui-même.
Science	Eddington	Les descriptions de la science présentent le monde sous un jour qui n'est pas familier et qui semble même contre-intuitif. L'image manifeste, sensorielle, et l'image scientifique d'une table sont si différentes l'une de l'autre qu on est enclin à penser qu elles décrivent deux objets distincts.
Science	Freud	Freud défend le caractère scientifique de la psychanalyse et son droit à prendre pour objet d'étude l'âme humaine. Pour cela, il rappelle que la science a vocation à décrire tous les domaines de l'activité humaine.
Science	Hume	L’étude des impressions que nous avons originellement senties et dont les idées sont des copies permet d’obtenir, selon Hume, « un nouveau microscope » pour les sciences morales. Or, placée sous ce microscope, l’idée de connexion nécessaire, qui fonde le projet d’une connaissance rationnelle des causes, des phénomènes et des lois qui régissent leurs rapports, se révèle problématique.
Science	Hume	Les théories générales ne peuvent jamais être légitimées par les faits eux-mêmes
Science	Jacob	La science décrit l'évolution de systèmes organisés. François Jacob adopte une perspective large sur l'objet des sciences – les sciences de la nature, qu elles soient physiques, chimiques ou biologiques, s'intéressent à des organisations, plutôt qu à des faits ou des entités simples, et elles en étudient l'évolution.
Science	Jaspers	Par sa nature même, la connaissance scientifique reste inévitablement en-deçà de certaines limites, que la pensée philosophique peut transcender. Elle laisse de côté la connaissance de l'être, celle des fins de l'existence humaine, et celle du sens de la science elle-même.
Science	Kant	Dans la préface de la <i>Critique de la raison pure</i>, Kant tire une leçon fondamentale de l'exemple des grandes découvertes scientifiques : c'est seulement lorsque la raison prend les devants sur l'expérience qu elle parvient à dégager les lois de la nature. La science, c'est forcer la nature à répondre à nos questions.
Science	Kuhn	L’histoire des sciences n’est pas cumulative, mais est marquée par des ruptures révolutionnaires
Science	Kuhn	Le progrès des sciences n’est, d’après Kuhn, ni linéaire, ni cumulatif. À des phases de perfectionnement succèdent des crises lors desquelles les découvertes scientifiques qui, pour un temps, ont fourni à une communauté de chercheurs des problèmes types et des solutions, sont radicalement remises en question. Quels sont les événements à l’origine de ces changements de « paradigme » ?
Science	Levi-Strauss	Dans le premier chapitre de <i>La Pensée sauvage</i>, consacré à la « science du concret », Lévi-Strauss, refusant de distinguer absolument pensée rationnelle et pensée dite « primitive », soutient que les classifications des espèces opérées par les peuples dits « primitifs » supposent les mêmes opérations mentales que celles de la science moderne. Quelle est alors la différence entre pensée primitive et pensée scientifique moderne ?
Science	Malebranche	Dans <i>De la recherche de la vérité</i>, Malebranche rend justice à la géométrie, connaissance certaine de rapports nécessaires et immuables entre des termes abstraits. Il promeut aussi l’utilité pratique et méthodique de cette science : école de l’attention, elle nous apprend à orienter notre imagination vers des idées claires et distinctes. Ceci posé, il importe de ne pas confondre les rapports entre les idéalités mathématiques et les relations naturelles entre les corps matériels.
Science	Mill	Les phénomènes sociaux ne sont pas prédictibles. Les sciences sociales ne peuvent pas devenir des sciences prédictives. Bien que les phénomènes sociaux soient soumis à des lois exactes, les données et les circonstances qui influent sur le développement d'une société sont trop nombreuses.
Science	Nietzsche	Si Nietzsche propose souvent une critique de certains idéaux scientifiques, il valorise en revanche, dans <i>Humain, trop humain</i>, « cette vertu d’abstention prudente » qui caractérise l’attitude de celui qui ne se rend à aucune conviction sans l’avoir patiemment mise à l’épreuve.
Science	Planck	À mesure que la science progresse, la conviction se renforce chez le savant que l'image qu elle produit est celle d'une réalité ultime, distincte du monde de la sensation : La science postule nécessairement la réalité absolue du monde.
Science	Platon	Quelle est la science la plus élevée ? Seraient-ce les mathématiques, en raison de la nécessité démontrée de leurs conclusions ? Si elles sont convoquées par Socrate, c’est pour déterminer la possibilité d’une science supérieure.
Science	Popper	Certes, mais un seul contre-exemple peut réfuter une théorie de façon définitive. C’est ainsi que procèdent les sciences : elles font tout leur possible pour falsifier les théories. Par suite, une théorie qui n’est aucunement falsifiable ne saurait être considérée comme scientifique.
Science	Popper	Le schéma de Kuhn implique qu’un cadre scientifique n’est jamais définitif, et qu’il pourra toujours être renversé par un nouveau paradigme plus puissant. Mais alors, on ne peut jamais être assuré du fait que nos théories sont vraies. Popper propose de remplacer l’idée de vérité scientifique par celle de vérisimilitude : une théorie vérisimilaire résiste robustement à la contradiction, et elle tient sa force des tentatives ratées de falsification.
Science	Popper	Les énoncés scientifiques doivent pouvoir s'exposer à la réfutation empirique. Popper cherche le critère qui permet de dire quand un énoncé portant sur des faits d'expérience est un énoncé scientifique. Ce critère est la réfutabilité : le fait pour un énoncé, non pas d'être réfuté par une expérience, mais de pouvoir l'être.
Science	Popper	Si la scientificité d’une théorie se mesure à sa réfutabilité, comme le soutient Popper, le fait pour une théorie d’être irréfutable, de ne pouvoir souffrir aucune objection, peut-il encore garantir la vérité de cette théorie ?
Science	Renan	Ce n'est pas seulement par ses résultats pratiques et ses applications techniques qu il faut juger de la valeur de la science, mais aussi et avant tout par sa capacité à éclairer l'homme sur le monde.
Science	Rousseau	En favorisant un raffinement artificiel et superficiel, le progrès scientifique éloigne les hommes de la vertu. Ses divertissements détournent les hommes de leur véritable bien et font ainsi le jeu des tyrans. Le savoir ne saurait être une valeur en soi ; il faut lui privilégier une ignorance et une simplicité vertueuses.
Science	Scot	Il est impossible de connaître, par l’expérience, tous les cas potentiels. Toutefois, la possibilité de la connaissance n’est pas défaite pour autant : si l’on postule l’uniformité et l’unité de la nature, ne peut-on, légitimement, tirer une proposition générale fiable des seuls cas connus ? Pour garantir cette fiabilité, il convient de saisir l’objet en sa cause.
Science	Wittgenstein	La science décrit le monde. Reste que les outils de cette description – modèles, théories, instruments mathématiques – ne doivent pas être confondus avec leur objet : une carte n’est pas un territoire. Il existe différentes manières de construire une carte pour un même territoire. De même, la science se caractérise par une pluralité de possibilités de représentations, que sa puissance analytique tend, parfois, à faire oublier.
Technique	Arendt	Dans <i>La Condition humaine</i>, Hannah Arendt distingue « des articulations élémentaires de la condition humaine » : le travail, la fabrication, l’œuvre, l’action, la vie contemplative. La confusion de ces articulations serait « à l’origine de l’aliénation du monde moderne ». Ces concepts lui permettent ici de concevoir la spécificité du monde technologique dans lequel nous vivons.
Technique	Aristote	Comment concevoir le rapport du corps humain aux dispositions techniques de l’homme ? Anaxagore, philosophe grec présocratique, n’a pas hésité à faire des mains l’origine de l’intelligence humaine. Aristote, qui raisonne à partir de la notion de finalité, propose une autre analyse. Anaxagore dit ainsi que c’est du fait qu’il a des mains que l’être humain est le plus intelligent des animaux, alors qu’il est rationnel que ce soit du fait qu’il est le plus intelligent qu’il soit pourvu de mains.
Technique	Aristote	Contrairement à ce qu affirme Protagoras dans sa version du mythe de Prométhée rapportée par Platon, Aristote montre que l'homme n'est pas le moins bien loti des animaux, bien au contraire : l'intelligence humaine permet de développer les fonctions de la main, premier de tous nos outils.
Technique	Bachelard	L’<i>Essai sur la connaissance approchée</i> est un éloge de l’approximation, entendue comme « objectivation prudente, féconde, [et] vraiment rationnelle puisqu’elle est à la fois consciente de son insuffisance et de son progrès ». L’ouvrage, issu de la thèse de doctorat de Bachelard, s’attache à revenir sur une assimilation trop rapide et fréquente entre sciences et techniques.
Technique	Bacon	Dans son œuvre, Bacon valorise les relations des objets techniques et des sciences. C’est par leur puissance d’altération de la nature et de constitution de notre monde que les objets techniques se révèlent à nous. Dès lors, question technique et interrogation éthique s’entrecroisent.
Technique	Bacon	Les inventions techniques ont changé la face du monde. Alliées à la science, elles donnent à l'homme un pouvoir inégalé sur l'univers et sur lui-même.
Technique	Bergson	D’un point de vue évolutionniste, l’homme se définit d’abord non comme un <em>homo sapiens</em> (intelligent), mais plus spécifiquement comme un <em>homo faber</em> (fabriquant). L’intelligence humaine est d’abord une capacité à fabriquer des outils et à en varier indéfiniment la fabrication.
Technique	Bergson	Dans <i>L’Évolution créatrice</i>, Bergson cherche à distinguer l’intelligence de l’instinct. Le problème est qu’« intelligence et instinct, ayant commencé par s’interpénétrer, conservent quelque chose de leur origine commune ». C’est dans ce contexte théorique de distinction qu’une nécessaire revalorisation des arts mécaniques s’opère.
Technique	Bergson	On pense généralement que l'intelligence humaine trouve dans les sciences son expression la plus rigoureuse. Pour Bergson, cette forme d'intelligence en suppose une autre, l'habileté technique tournée vers la fabrication d'outils. Ainsi, grâce au perfectionnement des techniques, l'homme se modifie lui-même et modifie son rapport au monde.
Technique	Canguilhem	Canguilhem, sensible à la singularité des phénomènes biologiques, entend, dans <i>La Connaissance de la vie</i>, « inscrire le mécanique dans l’organique », « en considérant la technique comme un phénomène biologique universel ».
Technique	Comte	Dans son <i>Cours de philosophie positive</i>, Comte émet l’hypothèse d’une histoire de l’humanité caractérisée par des états successifs, peu à peu dépassés. Dans le contexte de développement technique et industriel propre au xix<sup>e</sup> siècle, la relation des « arts » – c’est-à-dire, sous la plume du penseur, des techniques – et des sciences devient un enjeu crucial.
Technique	Descartes	À l'opposé d'une pensée purement théorique, Descartes veut promouvoir les connaissances pratiques, c'est-à-dire utiles à la vie. Et c'est par le développement des sciences physiques qu il espère l'essor d'applications concrètes, techniques et médicales notamment.
Technique	Heidegger	L’essence de la technique n’est rien de technique
Technique	Heidegger	Pour Heidegger, « l’essence de la technique n’est rien de technique ». Il serait faux de réduire la technique à un simple instrument au service de l’homme : elle définit plutôt une certaine manière de se rapporter au monde, sur le mode de la « calculabilité ». En cela, la technique serait un mode du « dévoilement » de la nature.
Technique	Heidegger	Selon Heidegger, les techniques traditionnelles s’inséraient sans les modifier dans des processus naturels, alors que les techniques modernes marquent une rupture. Elles remodèlent la nature afin de la soumettre aux intérêts humains et d’accumuler la plus grande quantité possible d'énergie et de matières premières.
Technique	Kant	La technique se distingue de la nature et de la science. Kant définit l'art en général, c'est-à-dire le savoir-faire technique, en le distinguant de la nature et de la science. Ce sens correspond à ce que les Anciens appelaient technè en grec ou ars en latin.
